id,gpt_4o_mini_status,llama_3_1_status,llama_3_7_status,gpt_4o_mini_type,llama_3_1_type,llama_3_7_type,verified
b9c50ce3-9bd9-440d-83a9-25bb0a1840b3,processed,processed,processed,probate,probate,probate,True
3a477b52-e612-4de3-a747-a9469f0ac8ba,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
45a70ab8-2eaa-4c63-941d-85a05d7937ba,processed,processed,processed,probate,probate,probate,True
970fc7f1-e1d0-421b-b2ce-41bc60967505,processed,processed,processed,auctions,car_or_vehicle_foreclosure,auctions,False
5b3a334f-9159-4323-80a7-efcaa3188ee9,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
eaf4f19b-1c31-4448-bfed-ac75945d7ac3,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
f6a9192d-0912-46be-8893-d8a450e08918,processed,processed,processed,other,other,other,True
1d1b13d3-af97-440b-b576-3aab8fb933f0,processed,processed,processed,probate,probate,probate,True
c640e856-ea36-4fcc-9704-d161d8aaac8e,processed,processed,processed,other,other,other,True
7c04e59b-7f98-4075-a3f2-b2bd4d6856dc,processed,processed,processed,other,other,other,True
51ab9bf9-0ab7-4dbc-8320-8e015e440586,processed,processed,processed,probate,probate,probate,True
4af262a3-ca93-4efd-9c58-62982dc871f9,processed,processed,processed,probate,probate,probate,True
14550795-e8d1-4019-b065-d69eb968ce90,processed,processed,processed,other,other,other,True
1bf370d0-9c59-4dbb-af1f-9ae719fc3c91,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
cf4c415f-4d9d-43e9-b7cb-87130dc4df1b,processed,processed,processed,other,auctions,auctions,False
7a2ac087-34f8-46bc-8fba-f658a54dac26,processed,processed,processed,probate,probate,probate,True
f464f519-a879-41fa-a6de-acbc6e9d569b,processed,processed,processed,other,other,other,True
2fd795a6-4585-4bd2-b62b-3d162f8915f2,processed,processed,processed,probate,probate,probate,True
52f5fdd4-6b56-44fa-b57c-c68724bd60ac,processed,processed,processed,probate,probate,probate,True
5d7192fe-0439-408c-9140-bd01e6d9d5c3,processed,processed,processed,probate,probate,probate,True
c553458f-d880-4deb-a7d6-6783043cb03d,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
906a2a35-03f2-4b3c-9e92-a76dad017a1e,processed,processed,processed,probate,probate,probate,True
c39523c7-d530-4bf4-84b0-dd3721a43d33,processed,processed,processed,auctions,auctions,auctions,True
e23c9c2d-5f95-4feb-9bb8-75d6d66d37e4,processed,processed,processed,probate,probate,probate,True
77618f57-8ee9-4c34-b4aa-e5d22edd9684,processed,processed,processed,divorce,divorce,divorce,True
dc87f7b8-8d9e-465f-82ba-66c607b099f2,processed,processed,processed,divorce,divorce,divorce,True
7594b0c2-58e5-4a3c-83fe-80015740a4df,processed,processed,processed,probate,probate,probate,True
d7ad7cd6-9bfc-4c66-96af-bed9931df771,processed,processed,processed,probate,probate,probate,True
31c68fc9-554b-42f1-a893-3ebd3e7374a0,processed,processed,processed,probate,probate,probate,True
b2e75671-74f9-4f4f-9d00-c954504f11b7,processed,processed,processed,probate,probate,probate,True
4be460ad-f154-4056-8863-97c415a3a241,processed,processed,processed,probate,probate,probate,True
3e2c3769-c815-4ccc-8a1c-438cf87b4147,processed,processed,processed,auctions,auctions,auctions,True
c5398461-053d-4681-8e90-110222d6ef6c,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
62eb3287-3006-4e07-815b-e3f08d945298,processed,processed,processed,probate,probate,probate,True
9176fdee-c100-47c9-9cac-ac98e6ecea84,processed,processed,processed,probate,probate,probate,True
0af60317-a065-4297-9275-a7cf31f4bc03,processed,processed,processed,probate,probate,probate,True
462943c3-c456-44ba-bd28-d766a0000fd1,processed,processed,processed,probate,probate,probate,True
c8367f3d-1a68-4668-a149-f8bc35825c8e,processed,processed,processed,probate,probate,probate,True
1001c201-c4f2-4ae3-b921-cbacc805a340,processed,processed,processed,probate,probate,probate,True
dcafce9a-6dbf-4022-9be1-08105876f386,processed,processed,processed,other,other,other,True
deb9ec41-b990-4104-ab2e-b885da7538a0,processed,processed,processed,probate,probate,probate,True
bdbaa891-29a3-498f-9088-9e7308988e01,processed,processed,processed,probate,probate,probate,True
aac39e81-16af-475d-84e5-3c204d22e54a,processed,processed,processed,probate,probate,probate,True
3c66bd68-11c6-40a8-873b-5aac2b6543c6,processed,processed,processed,probate,probate,probate,True
8674b70f-07e2-40db-b5cb-25abcc371c61,processed,processed,processed,other,other,other,True
ddec5e52-d74b-42d0-abe9-a959f2a9ce76,processed,processed,processed,other,other,other,True
2b63ab81-d9e9-4f6f-ab79-0b5e65618013,processed,processed,processed,other,other,other,True
4f359074-e911-4162-a1cc-e4f504858aad,processed,processed,processed,probate,probate,probate,True
bd20f0f3-3cde-4157-9f4d-38d1d0b2a5a9,processed,processed,processed,probate,probate,probate,True
faf04326-c8a7-45b4-a3af-d07d9847a619,processed,processed,processed,probate,probate,probate,True
d9904a05-f757-4d48-80a3-e6aac856d139,processed,processed,processed,probate,probate,probate,True
80c195d7-af03-42c9-9613-614faffeb085,processed,processed,processed,probate,probate,probate,True
632caed7-de7a-478d-a138-e49ee6e5a2d9,processed,processed,processed,probate,probate,probate,True
de2aaaeb-819d-4c1e-9159-0216e3949ebb,processed,processed,processed,probate,probate,probate,True
4597063c-835e-47b6-bb8e-ad40141b60bd,processed,processed,processed,other,other,other,True
0003c181-9a9a-462f-ba74-e4484e37e729,processed,processed,processed,probate,probate,probate,True
468d1cea-32fb-4a01-a3ff-cdf69c1754eb,processed,processed,processed,other,other,other,True
cf4c734b-a10f-4640-886e-30baec0654c4,processed,processed,processed,probate,probate,probate,True
8f444722-484e-4de1-8c3d-7961e43e1e04,processed,processed,processed,other,other,other,True
e700d2ce-759b-49b7-aa39-b9815addf4d2,processed,processed,processed,probate,probate,probate,True
6eca5bb7-700a-48af-8a86-eb0344bc796b,processed,processed,processed,probate,probate,probate,True
83fef974-05cc-4b20-b913-8e7cafa3ee3b,processed,processed,processed,probate,probate,probate,True
28bf01fb-5f27-46a9-ad9e-a5594219244b,processed,processed,processed,probate,probate,probate,True
7e497e4f-8b76-4d7b-af05-6a0d6cacc04c,processed,processed,processed,probate,probate,probate,True
e5b723de-8275-4909-976f-5e7cf409c950,processed,processed,processed,other,other,other,True
002f7446-e06e-45cb-9a7d-7ceb8eda21bb,processed,processed,processed,probate,probate,probate,True
29be3881-bc4b-46f3-b652-f28c27211b0c,processed,processed,processed,other,other,other,True
5049dfbd-8b45-4cf0-bd77-578c71e10adc,processed,processed,processed,probate,probate,probate,True
5cc2e443-a9e1-42c9-bd11-ed7d826506cb,processed,processed,processed,probate,probate,probate,True
a3a4054c-74ab-4af6-bc34-575dc764a89e,processed,processed,processed,probate,probate,probate,True
7a407e0e-56c3-4026-a9bc-731dccc13c3a,processed,processed,processed,probate,probate,probate,True
1b2e5d2f-1144-48d6-b6dc-73713cd8c6b3,processed,processed,processed,probate,probate,probate,True
5d662051-773e-49ec-83ad-63da52a7e6de,processed,processed,processed,probate,probate,probate,True
a961dd89-1a63-40d9-962b-7e4f9cf1b29f,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
6ae1c75f-82a8-4699-b456-0e9dc1f3d12e,processed,processed,processed,probate,probate,probate,True
ce210e54-2d93-4bb0-a372-dddc83dc7790,processed,processed,processed,other,other,other,True
c563315a-979d-4939-98f6-b29432419d33,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
b6fd6d6a-50b7-456e-9310-bae7ce486960,processed,processed,processed,probate,probate,probate,True
bfb051f7-3cb1-4efa-b69d-73c9c03d59b2,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,auctions,False
532b1240-77ef-4e58-a448-1c95524e239b,processed,processed,processed,probate,probate,probate,True
a9859d8b-8193-4e2b-bbca-69cba7890c62,processed,processed,processed,probate,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
98796a27-bd63-4ad3-b443-bff1693babe0,processed,processed,processed,probate,probate,probate,True
00acfb15-f0b0-4478-b2cd-1470130ba5d8,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
13554a7a-7a42-4473-99a7-fac3a39d7ec6,processed,processed,processed,other,other,other,True
136a1f8a-97bf-4763-ae3d-cb895cad38f3,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
ef250e07-972f-49dd-a20a-c5c249295c84,processed,processed,processed,other,other,other,True
dd13508d-f1bb-4d76-b415-1668a6cb608d,processed,processed,processed,other,other,other,True
d049bea0-d978-43c7-9153-9dc9ffcf487f,processed,processed,processed,other,other,other,True
f50dd9ea-7be7-47b0-93d2-9d3900134118,processed,processed,processed,probate,probate,probate,True
50072dd2-8d77-43af-9ff2-f5dcea17dff5,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
ce16cc85-78e3-435a-9146-71aa44d0951c,processed,processed,processed,other,other,other,True
6b889f19-85fe-48b2-8705-dd74843e77d9,processed,processed,processed,other,other,other,True
2b35a96c-511f-453d-a222-f4aaa08e8c95,processed,processed,processed,other,other,other,True
ec4a5d56-3487-44d6-9992-5b5de800cdb3,processed,processed,processed,other,other,other,True
4949557f-0311-400d-a658-9b54c821b39b,processed,processed,processed,probate,probate,probate,True
9bf883cc-56af-4ef6-a5c6-34d383ee1bd7,processed,processed,processed,other,other,auctions,False
45bb1f4d-5462-498d-ac68-0414ddc8fdd9,processed,processed,processed,probate,probate,probate,True
3b889f8d-fb60-459b-a506-05c7b75b0c01,processed,processed,processed,other,other,other,True
de4cce8e-e409-4828-bb7d-948d5dd4724d,processed,processed,processed,other,other,other,True
e622793c-8392-41e9-b7c9-1c489284c649,processed,processed,processed,probate,probate,probate,True
657e03e8-1200-40ae-95f4-fa39bf3c2bed,processed,processed,processed,other,other,other,True
48da739d-11bd-4d2b-a7ed-df17a7b6d045,processed,processed,processed,probate,probate,probate,True
cbc3c60c-cd6a-4cfb-b4b9-7326f12194d7,processed,processed,processed,other,other,other,True
c7c36422-acfe-4ba5-881d-6c0403bb4a06,processed,processed,processed,other,other,other,True
d39640a0-9db7-49ae-9e66-8dfd66f92a0d,processed,processed,processed,other,other,other,True
60634994-486a-4f3d-b4b7-d0db8ae33dd0,processed,processed,processed,other,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
602f36c0-8257-418e-b9b9-505bf26a26c5,processed,processed,processed,other,other,other,True
883b7379-33c0-45b2-ab5f-8f439978d67c,processed,processed,processed,other,other,other,True
4bac28d2-6fd5-4316-9752-6d0f9264420b,processed,processed,processed,probate,probate,probate,True
c589d442-e31e-4ce2-9ddf-9b2e3f0501e6,processed,processed,processed,other,other,other,True
1a9d4810-5c0c-4bf4-978f-919d72c05077,processed,processed,processed,probate,probate,probate,True
b742acf6-1fef-474e-bfb0-e05d8b9165a7,processed,processed,processed,other,other,other,True
40fa9f35-b83b-44ae-ab6b-c88e13cfc2b5,processed,processed,processed,probate,probate,probate,True
e7e81b96-dba0-4813-9c9a-be40ee7c3da3,processed,processed,processed,other,other,other,True
e5fb5a6c-957c-4f75-aaf5-6ca8cf6c4f82,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
0742eac8-3b6c-46c2-92d5-5fa9d2381de2,processed,processed,processed,other,other,other,True
e11462aa-b895-4e1b-94ab-7ab2a39dd5a6,processed,processed,processed,other,other,other,True
7ebe96d6-d65e-4027-86fc-2845ec850766,processed,processed,processed,other,other,other,True
8d2662a1-5a00-4317-8e0d-b7e7eede1819,processed,processed,processed,other,other,other,True
f51c5451-6e32-4bad-9ca6-001075bf0c10,processed,processed,processed,other,other,other,True
3a9e7f3b-0102-4e01-b730-aeb9ff1e7507,processed,processed,processed,other,other,other,True
58d2bbd1-5fe8-40db-b7b4-5213a4cf4523,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
70eb207e-65cd-4fb1-9b95-e66efa331a67,processed,processed,processed,other,other,other,True
63af805a-d2fd-4400-81ce-409c338ce063,processed,processed,processed,probate,probate,probate,True
e984233c-5aa0-4aad-8657-111cd0fac491,processed,processed,processed,probate,probate,probate,True
5b1185aa-eadd-4ebe-b2a7-1f20c1984e48,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
7f50766f-21a5-4652-a787-9ae88abf242d,processed,processed,processed,probate,probate,probate,True
d91bd15c-7f02-44f6-950f-116aa459fcc7,manual_check,manual_check,manual_check,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
95b3ad16-889c-4e34-8f44-63e284c7ad08,processed,processed,processed,other,other,other,True
d46c0bbf-2d5f-441a-9f91-ea44e347715a,processed,processed,processed,other,other,other,True
2158fc50-a2d0-48cd-aa5a-ce017091f030,processed,processed,processed,other,other,other,True
33ec32a2-e97f-485e-80c7-dbc56df581c5,processed,processed,processed,other,other,other,True
bad814be-9b38-4383-b5e2-34f7b06c9f61,processed,processed,processed,other,other,other,True
e13587b1-1ecc-458d-8f13-a0f1c6ec7f4a,processed,processed,processed,other,other,other,True
c898b190-e319-4f16-b8a9-8559e1e452a3,processed,processed,processed,other,other,other,True
237cb729-f9a2-42de-89d5-46ff6e262f81,processed,processed,processed,other,other,other,True
8700ba75-bb34-4b00-9fc0-0c98c42b7ec5,processed,processed,processed,other,other,other,True
9f37eff9-b188-41b8-b26c-ca37e692015b,processed,processed,processed,probate,probate,probate,True
c3996edf-ac56-4f12-a6a2-da27bf191017,processed,processed,processed,auctions,auctions,auctions,True
d3f1b6f5-fb05-450e-b694-44e6fbffdab4,processed,processed,processed,other,other,other,True
0a177666-a3b8-40fc-ab20-98576e060a74,processed,processed,processed,other,other,other,True
503bcd32-91f8-4835-9164-956fbb32ac08,processed,processed,processed,probate,probate,probate,True
181425c5-d271-4759-93d5-37cb33047ec2,processed,processed,processed,other,other,other,True
2abced91-c98f-412f-b8ab-554484b951a0,processed,processed,processed,other,other,other,True
7f62f932-af17-4c2c-94ce-bfb8607a9bdb,processed,processed,processed,other,other,other,True
6a684eb7-c795-4787-8211-68a1925e9664,processed,processed,processed,adoptions,divorce,adoptions,False
49087820-063f-4701-96d2-4608cbc9c86b,processed,processed,processed,other,other,auctions,False
b752cca5-06f1-4a2b-98e4-73e4565da80e,processed,processed,processed,probate,probate,probate,True
f03f811a-6e02-4379-bbb5-d6b7b458c259,processed,processed,processed,other,other,auctions,False
0d7ec91d-8c3b-41e4-b692-dbcf0d88fee8,processed,processed,processed,other,other,other,True
4f7eaab8-6275-4850-a674-4a36c176f289,processed,processed,processed,other,other,other,True
68de355b-2660-4580-8c91-08600c29626b,processed,processed,processed,other,other,other,True
8ac0b165-933f-484b-971f-ac67398e74da,processed,processed,processed,other,other,other,True
ee464db9-525b-473a-85e9-e6fe2c3e203e,processed,processed,processed,other,other,other,True
8efcfc47-a4fa-4e60-a6ed-3a9c26d2a44b,processed,processed,processed,other,other,other,True
bd258f6b-43f5-4298-a66e-0b09284178ba,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
34f4130c-7e43-41a0-9423-8d304d70f348,processed,processed,processed,adoptions,adoptions,adoptions,True
016b87cb-4d5e-4521-812a-cbb43f6d014f,processed,processed,processed,other,other,other,True
2913bebe-60fe-4389-97e3-01ef73c78381,processed,processed,processed,other,other,other,True
aeac0820-75df-44c9-9c08-1dfd68792797,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
85386193-8cb5-4b5d-8862-50dd1abcf4f0,processed,processed,processed,probate,probate,probate,True
c0151272-97da-4f5e-a1eb-1cd3ce00f6e5,processed,processed,processed,probate,probate,probate,True
1ce87b58-f190-45cb-a736-42570b4deb35,processed,processed,processed,other,other,other,True
4a38525d-fbb9-43b5-af4d-0c3a046c4b8d,processed,processed,processed,other,other,auctions,False
81a943a0-92b3-437f-ba65-49ea7ae46742,processed,processed,processed,other,other,other,True
99946fa9-4811-4d54-b778-c793b6c8771c,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
29f94cff-d676-4cfc-88c5-f25c8559a4e9,processed,processed,processed,probate,probate,probate,True
bddf2066-693a-455e-b6fa-a65febe1215b,processed,processed,processed,probate,probate,probate,True
140b6ef4-7531-4621-9c6f-ddcb1018012f,processed,processed,processed,other,other,other,True
d4524370-2c15-4ffd-ad28-7d8690ae9652,processed,processed,processed,divorce,divorce,divorce,True
cec99499-8917-40ed-92fb-a8efa7f9f70a,processed,processed,processed,other,other,other,True
354cc118-c558-4599-b595-bc65babe6aa5,processed,processed,processed,probate,probate,probate,True
af16b415-c31f-41db-8794-3e6107de156b,processed,processed,processed,other,other,other,True
78795f4d-554e-44e7-be18-7a8549f74ae5,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
330a5c78-7d5a-4b2d-824a-0f4fccb3b63d,processed,processed,processed,other,other,other,True
f7ac3f8d-05ee-40ca-bb07-423d212a715c,processed,processed,processed,probate,probate,probate,True
0d58f41f-23c9-477c-beb4-4a45a1dee656,processed,processed,processed,probate,probate,probate,True
bbda87a3-a2a6-4b02-8c61-df8d13732b16,processed,processed,processed,other,other,other,True
f258ba19-781b-47ed-9ba3-0d54586c7390,processed,processed,processed,tax_sale,tax_sale,tax_sale,True
1fdc2efa-21cf-4796-a5a2-d20aad7c215b,processed,processed,processed,other,other,other,True
bae211a7-0f73-4906-9bc8-8ac2d97db379,processed,processed,processed,probate,probate,probate,True
2b7b5437-f6dc-4845-9239-fe1c3e96084d,processed,processed,processed,probate,probate,probate,True
60d3a01f-a94e-4452-89f5-8864aef2a8db,processed,processed,processed,other,other,other,True
c2cf5fb6-7da3-4a87-a1f9-564465a62a83,processed,processed,processed,other,other,other,True
da5b348d-d1c6-49a0-a262-76a2d59d4649,processed,processed,processed,other,other,other,True
23f2af0b-057a-44f3-a7d7-d294b7ab69cc,processed,processed,processed,probate,probate,probate,True
4729ec0e-834d-4378-8f82-ec62347185c1,processed,processed,processed,probate,probate,probate,True
a22cdbea-8514-4e60-b1fd-4dc1f45bfedc,processed,processed,processed,probate,probate,probate,True
d10f23eb-8ba1-43c5-a478-6e14133562c3,processed,processed,processed,probate,probate,probate,True
3eb5ba17-4c88-4e52-a423-1d8df20a8645,processed,processed,processed,other,other,other,True
440d3361-c5e9-484b-aca0-8927f69a72df,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
dcd83ad7-0126-421b-81bb-ecdaca2c0f9e,processed,processed,processed,probate,probate,probate,True
26db3c9e-789d-4da0-9af8-94eb9ef9529f,processed,processed,processed,probate,probate,probate,True
693dc211-4532-488a-ab0e-60df416fefb9,processed,processed,processed,other,other,other,True
cbe9aa98-e521-43aa-972f-29205af450ce,processed,processed,processed,probate,probate,probate,True
78f78ffe-7643-4ebd-8af0-a698d9610a0a,processed,processed,processed,other,other,other,True
45f2b992-4b7f-409e-b49b-f615a79c2f57,processed,processed,processed,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,True
a57257c2-91bd-4e8c-ac6a-fb4256625030,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
4db545ed-e9df-46d6-b070-68ed24c7d7c7,processed,processed,processed,other,other,other,True
553aba37-a9f2-451a-b4cd-c57f86b8bd54,processed,processed,processed,other,other,other,True
1b8f5e8a-53ff-426c-9b60-5b258e547d41,processed,processed,processed,other,other,other,True
ecd415ee-d1cd-4fca-8f33-56bb507dd8da,processed,processed,processed,other,other,other,True
681b942e-7b98-450d-98c3-4c23d67d466f,processed,processed,processed,probate,probate,probate,True
77041131-c366-4ae8-ab40-f3d74623bcb2,processed,processed,processed,other,other,other,True
aabb5099-40c2-4b79-adc3-856e8fb08e5b,processed,processed,processed,probate,probate,probate,True
d82850ad-e941-4507-a123-880c5a16d27c,processed,processed,processed,other,auctions,auctions,False
b66bace0-5444-46a4-aa1a-591a6a032321,processed,processed,processed,other,other,other,True
af494529-a19e-4bca-b371-72b97b18d3df,processed,processed,processed,probate,probate,probate,True
88d8d508-3a22-483b-9d5d-9d164c167fc2,processed,processed,processed,auctions,auctions,auctions,True
2dfdaa7b-3dc2-4fb1-b2ac-816a2cd37252,processed,processed,processed,other,lis_pendens_or_notice_of_default,other,False
d223df5d-f9c4-431a-8a2c-1391e6a384c9,processed,processed,processed,probate,probate,probate,True
48b356ac-fd43-4f15-a4c9-dfea6a137595,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
7075af67-2ec6-49ef-956a-5aa0611e9cbc,processed,processed,processed,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,True
